ls,124942,893.381
ls,124932,894.458
ls,124881,895.893
ls,124874,897.351
ls,124870,898.69
ls,124860,899.868
ls,124853,900.585
ls,124847,901.111
ls,124841,903.241
ls,124840,903.292
ls,124781,904.428
ls,124773,906.887
ls,124771,906.896
ls,124763,909.509
ls,124761,909.655
ls,124750,913.04
ls,124748,918.434
ls,124736,920.093
ls,124733,924.245
ls,124729,924.938
ls,124716,926.623
ls,124711,928.697
ls,124701,930.744
ls,124700,932.847
ls,124697,933.234
ls,124696,936.37
ls,124695,937.179
ls,124694,937.735
ls,124693,938.093
ls,124692,938.401
ls,124686,939.387
ls,124680,946.772
ls,124679,951.907
ls,124678,952.367
ls,124673,953.256
ls,124671,953.556
ls,124668,955.05
ls,124665,956.266
ls,124657,966.111
ls,124655,969.047
ls,124653,974.053
ls,124647,976.366
ls,124644,982.588
ls,124643,993.99
ls,124642,994.965
ls,124637,995.568
ls,124634,999.847
ls,124625,1008.69
ls,124622,1013.49
ls,124619,1017.43
ls,124614,1024.65
ls,124612,1028.64
ls,124611,1040
ls,124610,1040.15
ls,124608,1040.63
ls,124607,1042.28
ls,124605,1044.53
ls,124604,1066.1
ls,124602,1091.74
ls,124594,1111.59
ls,124591,1117.13
ls,124590,1122.23
ls,124588,1204.44
ls,124586,1214.13
ls,124580,1235.33
ls,124578,1242.33
ls,124577,1330.27
ls,127897,1488.23
ls,127536,1488.37
ls,127460,1489.33
ls,127452,1490.52
ls,127433,1493.02
ls,127400,1493.22
ls,127398,1493.37
ls,127384,1495.51
ls,127319,1495.58
ls,127237,1496.05
ls,127079,1496.12
ls,126965,1496.75
ls,126858,1501.04
ls,126830,1505.53
ls,126739,1506.45
ls,126476,1507.12
ls,126464,1509.75
ls,126401,1511.23
ls,126360,1513.78
ls,126337,1515.54
ls,126290,1516.6
ls,126284,1520.08
ls,126253,1528.66
ls,126226,1529.63
ls,126225,1532.09
ls,126080,1533.07
ls,126038,1540.81
ls,126015,1544.08
ls,125943,1545.47
ls,125829,1553.29
ls,125817,1554.01
ls,125793,1556.96
ls,124792,1623.09
ls,124791,1626.21
ls,124784,1628.65
ls,124781,1629.78
ls,124776,1630.71
ls,124774,1633.33
ls,124771,1633.37
ls,124766,1635.53
ls,124763,1636.45
ls,124750,1636.66
ls,124747,1641.43
ls,124745,1645.29
ls,124739,1647.5
ls,124735,1650.66
ls,124722,1651.24
ls,124716,1658.95
ls,124704,1665.59
ls,124701,1668.88
ls,124689,1687.89
ls,124683,1694.06
ls,124682,1696.53
ls,124677,1696.97
ls,124669,1700.24
ls,124659,1705.04
ls,124603,1742.3
ls,124593,1754.27
ls,124590,1765.06
ls,124589,1772.11
ls,124586,1772.55
ls,124584,1773.79
ls,124583,1775.34
ls,124582,1776.61
ls,124581,1778.66
ls,124576,1778.74
ls,124575,1779.39
ls,124573,1785.81
ls,124570,1789.55
ls,124567,1791.36
ls,124566,1792.38
ls,124564,1796.04
ls,124562,1799.65
ls,124561,1803.04
ls,124558,1806.53
ls,124557,1808.27
ls,124554,1843.66
ls,124552,1864.98
ls,124546,1934.54
ls,124545,1936.68
ls,124544,1952.94
ls,124542,1957.51
ls,124541,1961.79
ls,124540,2025.25
ls,124539,2025.47
ls,124538,2026.08
ls,124537,2026.71
ls,124532,2135.28
ls,124531,2136.66
ls,124529,2137.4
ls,124525,2230.65
ls,124523,2315.94
ls,124522,2318.11
ls,124521,2349.21
ls,124519,2357.62
ls,124517,2371.87
ls,124516,2371.92
